His Holiness The Karmapa	Ogyen Trinley Dorje (Tibetan: ཨོ་རྒྱན་འཕྲིན་ལས་རྡོ་རྗེ།, Wylie: O-rgyan 'Phrin-las Rdo-rje, Chinese: 鄔金欽列多傑; born 26 June 1985), also written as Urgyen Trinley Dorje (Wylie: U-rgyan 'Phrin-las Rdo-rje) is a claimant to the title of 17th Karmapa.
The Karmapa is head of the Karma Kagyu school, one of the four main schools of Tibetan Buddhism.
Holly Morris	ambiguous
Homaro Cantu	Homaro "Omar" Cantu Jr. (September 23, 1976 – April 14, 2015) was an American chef and inventor known for his use of molecular gastronomy.
Honor Harger	Honor Harger (born 1975 in Dunedin) is a curator and artist from New Zealand. Harger has a particular interest in artistic uses of new technologies.
Hubertus Knabe	Hubertus Knabe (born 1959) is a German historian and was the scientific director of the Berlin-Hohenschönhausen Memorial, a museum and memorial in a notorious former Stasi torture prison in Berlin. Knabe is noted for several works on oppression in the former communist states of Eastern Europe, particularly in East Germany.
Hugh Evans	ambiguous
Hugh Herr	not found
Hyeonseo Lee	Lee Hyeon-seo (Korean: 이현서, born January 1980), best known for her book, The Girl with Seven Names, is a North Korean defector and activist who lives in Seoul, South Korea, where she is a student. She escaped from North Korea and later guided her family out of North Korea through China and Laos.
Iain Hutchison	not found
Ian Bremmer	not found
Ian Dunbar	Ian Dunbar (born April 15, 1947) is a veterinarian, animal behaviorist, and dog trainer. He received his veterinary degree and a Special Honours degree in Physiology & Biochemistry from the Royal Veterinary College (London University), and a doctorate in animal behavior from the Psychology Department at UC Berkeley, where he researched the development of social hierarchies and aggression in domestic dogs.
Ian Goldin	not found
Ian Ritchie	ambiguous
Ideas Worth Dating	Tinder is an online dating and geosocial networking application. In Tinder, users "swipe right" to like or "swipe left" to dislike other users' profiles, which include their photo, a short bio, and a list of their interests.
Ilona Szabode Carvalho	not found
Imam Feisal Abdul Rauf	Feisal Abdul Rauf (Arabic: فيصل عبد الرؤوف, born October 23, 1948) is a Kuwaiti-born Egyptian-American Sufi imam, author, and activist whose stated goal is to improve relations between the Muslim world and the West. From 1983 to 2009, he served as Imam of Masjid al-Farah, a mosque in New York City.
Inge Missmahl	not found
Ione Wells	not found
Iqbal Quadir	Iqbal Z. Quadir (Bengali: ইকবাল জেড. কাদীর) is an entrepreneur and promoter of the role of entrepreneurship and innovations in creating prosperity in low-income countries.
Irwin Redlener	Irwin Redlener is an American pediatrician and public health activist who specializes in health care for underserved children and disaster planning, response, and recovery.  He is the author of The Future of Us: What the Dreams of Children Mean for 21st Century America (2017) and the author of Americans at Risk: Why We Are Not Prepared for Megadisasters and What We Can Do Now (2006).Redlener is president emeritus and co-founder (with singer songwriter Paul Simon and Karen Redlener) of Children's Health Fund (CHF), director of the National Center for Disaster Preparedness at The Earth Institute at Columbia University, and Professor of Health Policy & Management and Professor of Pediatrics, Columbia University Medical Center.
Isaac Lidsky	Isaac Lidsky (born July 30, 1979) is an American corporate speaker, author, actor and entrepreneur. Before losing his sight, he played Weasel on NBC's Saved by the Bell: The New Class.
Isaac Mizrahi	Isaac Mizrahi (born October 14, 1961) is an American fashion designer, television presenter and chief designer of the Isaac Mizrahi brand for Xcel Brands. Based in New York City, he is best known for his eponymous fashion lines.
Isabel Allende	Isabel Angélica Allende Llona (American Spanish: [isaˈβel aˈʝende] (listen); born in Lima, 2 August 1942) is a Chilean writer. Allende, whose works sometimes contain aspects of the genre magical realism, is known for novels such as The House of the Spirits (La casa de los espíritus, 1982) and City of the Beasts (La ciudad de las bestias, 2002), which have been commercially successful.
Isabel Behncke Izquierdo	Isabel Behncke Izquierdo is a field ethologist who studies animal behaviour to understand other animals, as well as to understand humans and our place in nature. Originally from Chile, she is a primatologist, a pioneer adventurer-scientist and the first South American in following great apes in the wild.
Ismael Nazario	not found
Itay Talgam	Itay Talgam (Hebrew: איתי טלגם) (born 24 March 1958, Tel Aviv) is an Israeli conductor and business consultant.


== Biography ==
Itay Talgam studied at the Rubin Academy and received a degree in philosophy from the Hebrew University of Jerusalem.
Ivan Coyote	Ivan E. Coyote (born August 11, 1969 in Whitehorse, Yukon) is a Canadian spoken word performer, writer, and LGBT advocate. Coyote has won many accolades for their collections of short stories, novels, and films.
Ivan Krastev	Ivan Krastev (Bulgarian: Иван Кръстев, born 1965 in Lukovit, Bulgaria), is a political scientist, the chairman of the Centre for Liberal Strategies in Sofia, permanent fellow at the IWM (Institute of Human Sciences) in Vienna, and 2013-4-17 Richard von Weizsäcker fellow at the Robert Bosch Stiftung in Berlin.
He is a founding board member of the European Council on Foreign Relations, a member of the board of trustees of the International Crisis Group and is a contributing opinion writer for The New York Times.
Ivan Oransky	Ivan Oransky is the co-founder of Retraction Watch, a blog reporting scientific retractions, and a writer in residence at New York University's Arthur Carter Journalism Institute. Oransky graduated from New York University with a medical degree and was formally the editorial director of MedPage Today.
Iwan Baan	Iwan Baan (born February 8, 1975 in Alkmaar) is a Dutch photographer. He has challenged a long-standing tradition of depicting buildings as isolated and static by representing people in architecture and showing the building's environment, trying "to produce more of a story or a feel for a project" and "to communicate how people use the space".
JD Schramm	Carl J Schramm is an American economist, entrepreneur, author, former President of the Ewing Marion Kauffman Foundation, and University Professor at Syracuse University. He is the author of the book Burn the Business Plan: What Great Entrepreneurs Really Do, published by Simon & Schuster.
JD Vance	not found
JJ Abrams	not found
JP Rangaswami	The Web Science Trust (WST) is a UK Charitable Trust with the aim of supporting the global development of Web science. It was originally started in 2006 as a joint effort between MIT and University of Southampton to formalise the social and technical aspects of the World Wide Web.
JR	not found
Jaap De Roode	not found
Jacek Utko	not found
Jack Andraka	Jack Thomas Andraka (born January 8, 1997) is an American who, as a high school student, won the Gordon E. Moore Award at the 2012 Intel International Science and Engineering Fair with a method to possibly detect the early stages of pancreatic and other cancers. His work was not published in a peer-reviewed scientific journal; multiple experts identified serious flaws in the work, and Andraka himself described it as "just a high school science fair project".
